,Category,Message,Length
2759,0,time prob,37
2760,0,meh thgt clash realli ah dun mind dun seen lost weight gee,102
2761,0,dont thnk wrong call us,42
2762,0,sure night menu know noon menu,63
2763,0,arr birthday today wish get oscar,50
2764,0,say slowli god love amp need clean heart blood send ten special peopl amp u c miracl tomorrow pl pl,163
2765,0,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay,200
2766,0,pick variou point,40
2767,1,marri local women look discreet action real match instantli phone text match msg cost p stop txt stop bcmsfwc n xx,155
2768,0,wow v v impress fun shop,38
2769,0,way ur home,26
2770,1,burger king wanna play footi top stadium get burger king st sept go larg super coca cola walk winner,141
2771,0,problem talk later,29
2772,0,ur si,16
2773,0,still custom place,23
2774,1,come take littl time child afraid dark becom teenag want stay night,124
2775,0,dude u knw also telugu tht gud k gud nyt,46
2776,0,confirm eat esplanad,31
2777,0,send id password,28
2778,0,kind took garag centr part exhaust need replac part order n take fix tomo morn,118
2779,1,ur chanc win cash everi wk txt action c www movietrivia tv custcar x p wk,123
2780,0,well might come,29
2781,0,long quit get like minut day,63
2782,0,like call mittelschmertz googl dont paracetamol dont worri go,106
2783,0,well right gonna get check today steam sale pee text want come get,121
2784,0,arriv see coupl day lt,44
2785,0,k wat tht incid,22
2786,0,yeah get unlimit,22
2787,0,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg,116
2788,0,forgot take year shower sorri phone dead yet,78
2789,0,got wat buy tell us need come,57
2790,0,big god bring success,43
2791,1,u bin award play instant cash call claim everi th player win min optout,126
2792,0,r stayin extra week back next wed rugbi weekend hi c u soon,116
2793,0,well still bit left guy want tonight,57
2794,0,campu librari,45
2795,0,affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt doubl check text tomorrow,142
2796,0,creep,32
2797,0,tell friend plan valentin day lt url gt,69
2798,0,get ten billion call text help god,79
2799,0,puriti friendship two smile read forward messag smile see name gud evng musthu,149
2800,0,told return order,63
2801,0,hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic,155
2802,0,depend u go lor,29
2803,0,smile right go world wonder smile think crazi keep away grin,145
2804,1,freemsg fav xma tone repli real,33
2805,0,lil fever fine,22
2806,0,think still car,32
2807,0,,10
2808,1,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free,157
2809,0,ye princess want catch big strong hand,61
2810,0,oh yeah forgot u take shop,57
2811,0,mm ask call radio,36
2812,0,thinkin someon good drug,52
2813,0,say slowli god love amp need clean heart blood send ten special peopl amp u c miracl tomorrow pl pl,163
2814,0,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,133
2815,0,alright sure let know leav,55
2816,0,last much hour might get lucki,57
2817,0,geniu brother pl send number skype,68
2818,1,gr poli tone mob direct u rpli poli titl eg poli breath titl crazyin sleepingwith finest ymca getz co uk pobox w wq p,160
2819,0,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b abl join,123
2820,0,forget own privat properti good boy alway passion kiss,111
2821,1,interflora late order interflora flower christma call place order midnight tomorrow,136
2822,0,oh god taken teeth pain,37
2823,1,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,152
2824,0,u ask darren go n pick u lor oso sian tmr haf meet lect,74
2825,0,need buy lunch eat maggi mee,47
2826,1,congratul thank good friend u xma prize claim easi call p per minut bt nation rate,157
2827,0,ok lor,9
2828,0,oh right ok make sure load work day got realli nasti cough today dri n shot realli help,149
2829,0,wife knew time murder exactli,44
2830,1,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ad p,160
2831,0,howz person stori,23
2832,0,thanx send home,26
2833,0,normal hot mail com see,35
2834,1,tkt euro cup final cash collect call b pobox ppm,110
2835,0,u sick still go shop,29
2836,0,ya well fine bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,131
2837,0,nice nice work,28
2838,0,reach home call,23
2839,0,tri find chines food place around,52
2840,0,easi mate guess quick drink bit ambiti,53
2841,0,babe miiiiiiissssssssss need crave geeee sad without babe love,131
2842,0,ok thanx,11
2843,0,aathi dear,27
2844,0,tunji queen wish great day abiola,88
2845,0,today iz yellow rose day u love frndship give misscal amp send ur frndz amp see mani miss call u get u get miss u marri ur lover,166
2846,0,class hour sorri,42
2847,0,wat time u finish ur lect today,32
2848,1,free messag jamster get crazi frog sound poli text mad real text mad crazi sound gbp week c appli,157
2849,0,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake,588
2850,1,chanc realiti fantasi show call p per min ntt ltd po box croydon cr wb nation rate call,151
2851,0,fine good hear dear happi new year oh,74
2852,0,go wipro interview today,39
2853,0,tall princess,26
2854,0,doubt could handl time per night case,57
2855,0,haha hope hear receipt sound gd luck,53
2856,0,gonna death gonna leav note say rob fault aveng,94
2857,0,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,276
2858,0,today workin free oso gee thgt u workin ur fren shop,81
2859,0,life face choic toss coin becoz settl question coin air u know heart hope gudni,160
2860,0,know god creat gap finger one made come amp fill gap hold hand love,151
2861,0,want kiss feel next,60
2862,0,happi say,51
2863,1,adult content video shortli,52
2864,0,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,137
2865,0,say explicitli told nora know someon probabl gonna bother,104
2866,0,say hi get ass back south tampa prefer kegger,75
2867,0,smith wast da wanna gayl,29
2868,0,mum sent mani mani messag sinc got want know actual get enjoy rest day,142
2869,0,aight tomorrow around lt gt,40
2870,0,hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand,166
2871,1,chanc realiti fantasi show call p per min ntt ltd po box croydon cr wb nation rate call,152
2872,0,actual first time went bed long spoke woke night,130
2873,0,see,14
2874,0,dont understand messag,31
2875,0,crucifi c told earlier,52
2876,0,idk keep say sinc move keep but head freedom vs respons tire much shit deal bare keep togeth get ad,234
2877,0,fuck cedar key fuck come anyway tho,50
2878,0,twenti past five said train durham alreadi coz reserv seat,103
2879,1,hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wc n xx,140
2880,0,u still paint ur wall,25
2881,1,last chanc claim ur worth discount voucher today text shop savamob offer mobil cs savamob pobox uz sub,152
2882,0,printer cool mean groovi wine groovi,49
2883,0,hi harish rent transfr ur acnt,47
2884,0,anyth lor come,27
2885,0,cbe realli good nowaday lot shop showroom citi shape good,77
2886,0,still attend da talk,27
2887,0,prob hon u doinat mo,34
2888,0,k take care,22
2889,0,take phone callon friday assum year,95
2890,0,batteri low babe,22
2891,0,shuhui bought ron present swatch watch,54
2892,0,yeah quit bit left swing tomorrow get,67
2893,0,babe said hour almost internet,73
2894,0,k sure get noon see,56
2895,0,k k yesterday cbe,32
2896,0,went ganesh dress shop,25
2897,1,pdate doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl,163
2898,0,collect ur laptop go configur da set izzit,65
2899,0,r home come within min,43
2900,0,aight latest probabl closer jay tyler two trip,121
2901,0,come aftr lt decim gt clean hous,55
2902,1,ur cash balanc current pound maxim ur cash send cash p msg cc po box tcr w,139
2903,0,bill letter expect one orang bill may still say orang,122
2904,0,tell pa pain de,27
2905,0,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want man gang bang,141
2906,0,ha know either clever simpl thing pear day perfect christma,109
2907,0,helloooo wake sweet morn welcom enjoy day full joy gud mrng,109
2908,0,alrit,6
2909,0,must sit around wait summer day celebr magic sight world dress white oooooh let snow,142
2910,1,urgent mobil number award prize guarante call land line claim valid hr,136
2911,0,guy go see movi side,46
2912,0,sorri meet call later,32
2913,0,tell think plu go stop run,89
2914,0,kindli send one flat lt decim gt today,64
2915,1,sorri u unsubscrib yet mob offer packag min term week pl resubmit request expiri repli themob help info,148
2916,0,noth lor bit bore dun u go home earli sleep today,77
2917,0,time tell friend around,47
2918,0,ye fine love safe,42
2919,0,thank chikku gud nyt,29
2920,0,xy ur car u pick,37
2921,0,thanx time spent geva bin mint ur babi want u xxxx,85
2922,0,yo way could pick someth tonight,47
2923,0,sent send,33
2924,0,fine simpli sit,23
2925,0,tht god gift bird human hav natur gift frm god,67
2926,0,come day class,32
2927,0,im done studyn librari,31
2928,0,ok u enjoy ur show,25
2929,0,anyth,11
2930,0,wuld without babi thought alon mite break wanna go crazi everyboy need ladi xxxxxxxx,128
2931,0,wat dear sleep ah,33
2932,0,hi test lt gt rd,30
2933,0,student solv cat question xam lt gt lt gt lt gt tell answer u r brilliant thing got answr,183
2934,0,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi loko night,156
2935,0,yup n fren lor meet fren,47
2936,0,yeah got one line us,32
2937,0,stop wonder wow ever go stop tm ing tm whenev want mine laugh,135
2938,0,lol yep yesterday alreadi got fireplac anoth icon sit,101
2939,0,hey book pilat yoga lesson alreadi haha,59
2940,0,ok happen behav like,43
2941,1,new messag pleas call,48
2942,0,supervisor find one lor thk student havent ask yet tell u aft ask,95
2943,0,hello news job make wait fifth week yeah im woozl weasel exet still home,141
2944,0,messag responc happend,38
2945,1,current messag await collect collect messag call,100
2946,0,hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe,327
2947,0,make fuck sake x,29
2948,0,leav u alway ignor,36
2949,0,nope b go sch fri quit earli lor co my si got paper da morn,87
2950,0,bruce b down amp fletcher,35
2951,0,said would woke,62
2952,0,hey free call,32
2953,0,tell who pl,24
2954,1,urgent mobil award bonu caller prize final attempt contact u call,119
2955,0,think might give miss teach til twelv lectur two damn work thing,112
2956,0,id check like bowl worth left,57
2957,0,ye mani sweet,26
2958,0,would still cozi exhaust last night nobodi went school work everyth close,110
2959,1,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care,147
2960,0,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,147
2961,0,sir send group mail check,32
2962,0,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt n half page,151
2963,0,none nowher ikno doesdiscount shitinnit,40
2964,0,dont know jabo abi,30
2965,1,ever notic drive anyon go slower idiot everyon drive faster maniac,135
2966,0,yet ya sapna aunti maneg day hogidh chinnu full weak swalpa black agidhan,94
2967,0,good babi,28
2968,0,neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt,164
2969,0,mostli sport type lyk footbl crckt,38
2970,0,head dey swell oh thank make day,46
2971,0,u make fb list,23
2972,0,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student wont even start datz confid,316
2973,0,sari need tim bollox hurt lot tol,65
2974,0,happi new year princess,24
2975,0,text carlo let know hang,42
2976,0,worri easi ingredi,45
2977,0,love u littl poci bell sorri love u,54
2978,0,ok omw castor,26
2979,0,yar lor keep rain non stop u wan go elsewher,60
2980,1,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min txt orang call mobileupd call optout qf,159
2981,0,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard smth lor,141
2982,0,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear,151
2983,0,tonight yeah,35
2984,0,eat fo lunch senor,32
2985,0,said right giggl saw u would possibl first person die nvq think much could,142
2986,0,break time one come n get stuff fr,59
2987,1,repli win weekli profession sport tiger wood play send stop end servic,106
2988,0,see see mayb reboot ym seen buzz,96
2989,0,still grinder,30
2990,1,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend p tone repli hl info,147
2991,0,love decis feel could decid love life would much simpler less magic,126
2992,1,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call,122
2993,0,k see k,41
2994,0,list buyer,30
2995,0,idea guess work hour suppos leav sinc usual nobodi interest figur shit last second,157
2996,0,mm entir sure understood text hey ho weekend,71
2997,0,releas vday shirt u put make bottom half nake instead white underwear,112
2998,0,know watch film comput,43
2999,0,b thursday,14
3000,0,oh phone phone disconnect,49
3001,0,id onluy matter get offcampu,47
3002,1,messag free welcom new improv sex dog club unsubscrib servic repli stop msg p,134
3003,0,excel see riley plan,42
3004,0,see half hour,26
3005,1,tkt euro cup final cash collect call b pobox ppm,110
3006,0,ew one,23
3007,0,also hi wesley,30
3008,0,ah see lingo let know wot earth finish make,108
3009,1,loan purpos homeown tenant welcom previous refus still help call free text back help,162
3010,1,updat mth half price orang line rental min call mobileupd call optout j q,110
3011,0,imagin life without see fast u search worri l alway disturb u goodnoon,119
3012,0,hm good morn headach anyon,37
3013,0,yeah prob last night obvious catch speak soon,74
3014,1,free unlimit hardcor porn direct mobil txt porn get free access hr chrgd p per day txt stop exit msg free,152
3015,0,might go sch yar e salon v bore,46
3016,0,lt gt min stop somewher first,50
3017,0,lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday u happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj,461
3018,0,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet,127
3019,0,get second half messag,44
3020,0,wat time u wan meet later,34
3021,0,thank much selfless love plenti,72
3022,0,film ill call later,30
3023,0,dare chang ring,27
3024,0,bad girl ladi,48
3025,0,love ya tri budget money better babe gari would freak knew,90
3026,0,part initi understand,50
3027,0,finish lunch alreadi u wake alreadi,47
3028,0,still game,22
3029,0,got tallent wast,41
3030,0,record one night,37
3031,0,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend,173
3032,0,gonna let know co come bak holiday day come get text number,93
3033,0,jokin lar depend phone father get lor,69
3034,0,aight lemm know,27
3035,0,get readi lt gt inch pleasur,47
3036,0,raji pl favour pl convey birthday wish nimya pl today birthday,93
3037,0,ok feel like john lennon,32
3038,0,co darren say consid mah ask,46
3039,0,bother trust answer pl,63
3040,0,wish famili merri x ma happi new year advanc,73
3041,0,one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt,295
3042,0,aight time want come,39
3043,0,slaaaaav must summon time wish come anymor,120
3044,0,bill that bad,42
3045,0,let know chang next hr even appendix age rang howev imposs chill let know hr,169
3046,0,hello yeah got bath need hair come done yeah,101
3047,0,weather,32
3048,0,ok much though h friday cant wait dunno wot hell im gonna anoth week becom slob oh wait alreadi done,149
3049,0,die e toot fring,40
3050,0,lol know awesom phone could click delet right want,85
3051,0,ok,2
3052,0,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit,131
3053,0,pleas leav topic sorri tell,49
3054,0,pl send correct name da,32
3055,0,happen yo date,29
3056,1,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win cash wkent p,152
3057,0,webpag avail,24
3058,0,woke yeesh late fall asleep til lt gt,74
3059,1,unsubscrib servic get ton sexi babe hunk straight phone go http gotbab co uk subscript,141
3060,0,dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail,242
3061,0,k k tomorrow onward start ah,40
3062,0,u talk bout earli morn almost noon,66
3063,0,fine rememb,25
3064,1,hi babe jordan r u im home abroad lone text back u wanna chat xxsp visionsm com text stop stopcost p,147
3065,0,ok mani buy,26
3066,0,sound good keep post,27
3067,1,get brand new mobil phone agent mob plu load goodi info text mat,121
3068,0,ok april cant wait,23
3069,0,boy best get yo ass quick,38
3070,0,ay wana meet sat wkg sat,33
3071,0,wait till bu pick,55
3072,0,apart one told yesterday,46
3073,0,ok lor buy wat,22
3074,0,somebodi go andro steal ice,42
3075,0,know msg recent,35
3076,0,take us shop mark distract isaiah,53
3077,0,mum hope great day hope text meet well full life great day abiola,112
3078,0,sens foot peni,39
3079,0,okay thought expert,38
3080,0,deep sigh miss realli surpris gone net cafe yet get miss,129
3081,0,thinl role like sachin stand other hit,67
3082,0,great trip india bring light everyon project everyon lucki see smile bye abiola,147
3083,0,importantli discuss u,61
3084,0,k k train process,38
3085,0,ok lor ned go toa payoh return smth u wan send wat,82
3086,0,da car park,14
3087,0,wish hold tightli make see import much mean much need life,153
3088,0,ask anthoni dad bf,42
3089,0,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb,154
3090,0,today sunday sunday holiday work,50
3091,0,go take bath ill place key window,52
3092,1,lord ring return king store repli lotr june chanc win lotr soundtrack cd stdtxtrate repli stop end txt,140
3093,0,dear take care reach home love u lot,54
3094,0,staff scienc nu edu sg phyhcmk teach pc,49
3095,0,emigr someth ok mayb bit hope,67
3096,0,olol print forum post guy exact prob fix gpu replac hope dont ignor,139
3097,0,walk mom right stagwood pass right winterston left victor hill address lt gt,110
3098,0,yo jp hungri like mofo,37
3099,0,creepi crazi,40
3100,0,ok din get ur msg,25
3101,0,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,113
3102,0,pathaya enketa maraikara pa,28
3103,0,even friend priest call,48
3104,0,u lousi run alreadi come back half dead hee,58
3105,0,said bad dat e gal know u wat u,66
3106,0,remind hr,26
3107,0,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back,297
3108,0,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank,148
3109,0,hello hun ru way im good date guy met walkabout far meet soon how everyon els,149
3110,0,lol gonna last month cash left lt gt case collect week caus announc blog,154
3111,1,good luck draw take place th feb good luck remov send stop custom servic,112
3112,0,short cute good person dont tri prove gud mrng,78
3113,0,decid yet eh,35
3114,0,wat time liao still got,31
3115,0,ye watch footi worri go blow phil nevil,70
3116,0,wait insid da car park,32
3117,0,uncl abbey happi new year abiola,35
3118,0,free call pa,23
3119,0,r u say order slipper co pay return,76
3120,0,stop know well,24
3121,0,good even roger,41
3122,0,small problem auction punj ask tiwari,48
3123,1,free entri weekli comp chanc win ipod txt pod get entri std txt rate c appli detail,143
3124,0,tell tell one treat hi hi hi,59
3125,0,uncl atlanta wish guy great semest,53
3126,1,st wk free gr tone str u wk txt nokia classic nokia tone hit poli nokia p poli p,139
3127,0,u come pick,19
3128,0,that cool like photo sexi,51
3129,0,would u fuckin believ didnt know thur pre book cancel need b sack,122
3130,0,haha better late ever way could swing,53
3131,0,ok finish,22
3132,1,lookatm thank purchas video clip lookatm charg p think better send video mmsto,156
3133,0,bar b q store life twat orang dungere came ask want deck got first punch,155
3134,0,messag food,25
3135,0,ok go sleep hope meet,39
3136,0,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,119
3137,0,let know detail fri u find co tom fri mention chines thank,104
3138,0,right think,45
3139,0,wat r u,18
3140,0,ur lectur,19
3141,1,sexi sexi cum text im wet warm readi porn u fun msg free recd msg p inc vat cancel text stop,144
3142,0,custom place call,30
3143,0,plan yet go join compani jan know happen,91
3144,0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,156
3145,0,haha heard text around,45
3146,0,get tomorrow send,42
3147,0,shit babe thasa bit mess yeh shudvetold u urgran know neway illspeak u moro wen im asleep,116
3148,0,oh that late well good night give u call tomorrow iam go go sleep night night,113
3149,0,cheer u tex mecaus u werebor yeah okden hunni r uin wk sat sound likeyour havin gr fun j keep updat countinlot lovem xxxxx,136
3150,0,sorri meet call later,38
3151,0,yo howz u girl never rang india l,43
3152,0,yeah wors,29
3153,1,hard live chat p min choos girl connect live call cheap chat uk biggest live servic vu bcm wc n xx,145
3154,0,tag friend seem count friend,61
3155,1,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx,160
3156,0,ok,5
3157,0,long time rememb today,33
3158,0,havent shop lor juz arriv,41
3159,0,thank u better work caus feel use otherwis,60
3160,0,challeng know,44
3161,0,much ur hdd case cost,32
3162,0,mysteri solv open email sent anoth batch sweeti,87
3163,0,describ lucki actual awak noon,66
3164,1,nd time tri contact u u prize claim call b cs stop sm ppm,151
3165,0,today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault basic good,148
3166,0,cheer card time year alreadi,56
3167,1,hot live fantasi call p per min ntt ltd po box croydon cr wb k,101
3168,0,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl,148
3169,0,ugh hope asu ppl dont randomli reformat,55
3170,0,seen facebook huh lol,35
3171,0,mah b pick tomorrow,31
3172,0,still otsid le u come morrow maga,38
3173,0,u still plumber tape wrench could borrow,59
3174,1,dear voucher holder claim week offer pc pleas go http www e tlp co uk reward ts cs appli,114
3175,0,vl bcum difficult,27
3176,1,ur go bahama callfreefon speak live oper claim either bahama cruis cash opt txt x,158
3177,0,havent still waitin usual come back sch oredi,54
3178,0,meet da call,30
3179,0,k k watch film,33
3180,0,cinema plu drink appeal tomo fr thriller director like mac,92
3181,0,size eleph tablet u shove um ur ass,59
3182,0,mani peopl seem special first sight remain special till last sight maintain till life end take cr da,160
3183,0,parent kidz friend n colleagu scream surpris wait sofa nake,130
3184,0,dunno juz askin co got card got salon call hair sens tot da one cut ur hair,110
3185,0,good morn pooki pie lol hope wake u,52
3186,0,mayb woke fuck problem,65
3187,0,happi birthday dear lot love rakhesh nri,59
3188,0,howz person stori,23
3189,1,nd time tri contact u u pound prize claim easi call p per min bt nation rate,153
3190,0,x lt gt go get,41
3191,0,hi neva worri bout da truth coz truth lead ur heart least uniqu person like u deserv sleep tight morn,136
3192,1,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub,146
3193,0,ur paper today e morn aft,35
3194,0,lick everi drop readi use mouth well,69
3195,0,expect whenev text hope goe well tomo,67
3196,0,great p diddi neighbor come toothpast everi morn,68
3197,0,av new number wil u use one ta,49
3198,0,poke man everyday teach canada abi say hi,96
3199,0,lor chang suntec wat time u come,46
3200,0,de see onlin shop ask,47
3201,0,curiou cuz ask,50
3202,0,nice nice work,28
3203,0,okay lor wah like def wont let us go haha say term condit,110
3204,0,haha yup hope lose kg mon hip hop go orchard weigh,97
3205,0,good r u work,46
3206,0,oh ye littl weather kind coccoon home,90
3207,0,home also,13
3208,0,phone weirdest auto correct,41
3209,0,oop phone die even know yeah like better,65
3210,0,havent mu ask u st wat meet lunch den u n meet alreadi lor u wan go ask da ge st confirm w asap,134
3211,0,said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife,145
3212,0,oh yeah hav great time newquay send postcard look girl im gone u know im talkin bout xx,131
3213,0,got divorc lol,33
3214,0,ur pin,14
3215,0,babe got enough money pick bread milk give back get home,105
3216,0,want snow freez windi,42
3217,1,urgent tri contact u today draw show prize guarante call land line claim valid hr,158
3218,0,come mahal bu stop lt decim gt,40
3219,0,know week go tirunelvai da,47
3220,0,babi promis treat well bet take good care,80
3221,0,like hotel dusk game think solv puzzl area thing,72
3222,1,thank rington order refer number x mobil charg tone arriv pleas call custom servic,157
3223,0,hi love goe day fuck morn woke drop cell way stair seem alright phew miss,150
3224,0,well must pain catch,33
3225,0,sorri da thangam mistak,33
3226,0,need coz never go,31
3227,0,rose red red blood blood heart heart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri,281
3228,0,wife knew time murder exactli,44
3229,1,six chanc win cash pound txt csh send cost p day day tsandc appli repli hl info,136
3230,1,ur cash balanc current pound maxim ur cash send collect p msg cc po box tcr w,142
3231,0,feel like dick keep sleep text facebook messag sup town,102
3232,0,plm come da way,34
3233,0,guess want alon time could show watch,73
3234,0,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile,149
3235,0,yup comin,19
3236,0,ye princess toledo,22
3237,0,aight text back mu swing need somebodi get door,92
3238,0,ron say fri leh n said ding tai feng cant make reserv said wait lor,86
3239,0,good swimsuit allow,28
3240,0,okay soon best,40
3241,0,cute thought friendship necessari share everi secret ur close frnd watev u share true,132
3242,0,ok sent u da latest version da project,47
3243,0,good morn dear great amp success day,66
3244,0,pl accept one day beg chang number,63
3245,0,squeeeeez christma hug u lik frndshp den hug back u get u r cute u r luvd u r lucki none peopl hate u,147
3246,0,ok anybodi ask abt u tel p,47
3247,0,funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn teach hw choos wife natur disast happen,151
3248,0,gonna ring weekend wot,37
3249,0,also track lighter find,41
3250,0,sorri help,32
3251,0,babe need advic,24
3252,0,leav around four ok,27
3253,0,come medic colleg pm forward da,50
3254,0,k k good go,35
3255,0,make lasagna vodka,38
3256,0,hi kate u give ring asap xxx,41
3257,0,peopl tour thought sofa thing sent curiou sugar,118
3258,0,told go got drunk,57
3259,0,fuck chicken messag would late woould buzz hear word,115
3260,1,congratul thank good friend u xma prize claim easi call p per minut bt nation rate,156
3261,0,alway look excus citi,51
3262,0,yup still coffe wif fren fren drove give lift,82
3263,0,shore takin bu,29
3264,0,u gonna get deu ex,23
3265,0,send email mind lt gt time per night,72
3266,1,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call,173
3267,0,tap spile seven pub ga st broad st canal ok,72
3268,0,ok come n pick u engin,33
3269,0,never want tell short edg late,111
3270,0,raviyog peripher bhayandar east,34
3271,0,k actual guy meet sunoco howard right way,86
3272,1,new voicemail pleas call,50
3273,0,moon come color dream star make music sm give warm peac sleep good night,121
3274,0,finish eat got u plate leftov time,61
3275,0,thanx lot,14
3276,0,hurri home u big butt hang last caller u food done starv ask cook,120
3277,0,lol right diet everyday cheat anyway meant fatti,78
3278,0,great day beauti one,50
3279,0,happen interview,27
3280,0,solv case man found murder lt decim gt lt gt afternoon wife call polic polic question everyon wife sir sleep murder took place cook cook garden pick veget hous maid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant,444
3281,0,badrith chennai sure pick us competit,79
3282,0,tot group mate lucki havent repli wat time need leav,82
3283,0,hey around got enough half ten owe,62
3284,0,hey tmr mayb meet yck,33
3285,0,alrit sam nic checkin ur number b,68
3286,0,make easi pay back lt gt yr say pay back earlier get,107
3287,0,worri sure get,37
3288,0,ga station like block away hous drive right sinc armenia end swann take howard,132
3289,1,someon u know ask date servic contact cant guess call reveal pobox ls hb p,138
3290,1,camera award sipix digit camera call fromm landlin deliveri within day,105
3291,0,tuition hm go one mind,69
3292,0,smoke peopl use wyli smoke much justifi ruin shit,83
3293,0,dear good morn feel dear,38
3294,0,littl med say take everi hour pain back took anoth hope die,114
3295,0,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn,151
3296,0,dunno lei decid lor abt leona oop tot ben go n msg,79
3297,0,hi move pub would great c u u cud come,80
3298,1,today voda number end select receiv award hava match pleas call quot claim code standard rate app,156
3299,1,messag free welcom new improv sex dog club unsubscrib servic repli stop msg p,134
3300,0,honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke gm gn ge gn,158
3301,0,ever easier,35
3302,1,rct thnq adrian u text rgd vatian,40
3303,0,stop call everyon say might cancer throat hurt talk answer everyon call get one call babysit monday,165
3304,0,tough,42
3305,0,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,153
3306,0,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ee name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra lt gt true neglet,320
3307,0,hi darlin finish u pick meet text back number luv kate xxx,93
3308,0,set place heart mind mind easili forget heart alway rememb wish happi valentin day,148
3309,0,surpris still guess right lor,50
3310,0,oki wan meet bishan co bishan drive today,71
3311,0,oh ho first time u use type word,55
3312,0,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u,158
3313,0,know serv mean,54
3314,0,huh hyde park mel ah opp got confus anyway tt e best choic den juz take,113
3315,0,oh gei happend tron mayb ill dl,70
